Id,Class
927,5
928,3
929,5
930,5
931,3
932,3
933,3
934,3
935,3
936,9
937,3
938,2
939,3
940,9
941,1
942,5
943,1
944,9
945,5
946,7
947,2
948,3
949,5
950,1
951,0
952,5
953,2
954,3
955,3
956,2
957,7
958,5
959,3
960,3
961,9
962,9
963,5
964,5
965,0
966,3
967,3
968,3
969,3
970,9
971,3
972,5
973,5
974,1
975,2
976,2
977,0
978,9
979,3
980,9
981,9
982,5
983,5
984,3
985,3
986,3
987,3
988,3
989,2
990,3
991,2
992,3
993,9
994,2
995,9
996,3
997,2
998,5
999,7
1000,0
1001,3
1002,9
1003,7
1004,3
1005,3
1006,7
1007,9
1008,0
1009,3
1010,9
1011,5
1012,1
1013,9
1014,5
1015,9
1016,9
1017,9
1018,0
1019,9
1020,2
1021,3
1022,3
1023,9
1024,5
1025,3
1026,2
1027,7
1028,3
1029,5
1030,3
1031,1
1032,3
1033,9
1034,3
1035,1
1036,3
1037,7
1038,3
1039,9
1040,5
1041,9
1042,2
1043,3
1044,3
1045,9
1046,3
1047,3
1048,3
1049,3
1050,2
1051,7
1052,3
1053,3
1054,9
1055,3
1056,0
1057,3
1058,3
1059,9
1060,3
1061,2
1062,1
1063,1
1064,3
1065,2
1066,2
1067,9
1068,9
1069,3
1070,1
1071,0
1072,9
1073,1
1074,2
1075,3
1076,3
1077,2
1078,5
1079,7
1080,3
1081,9
1082,1
1083,3
1084,9
1085,5
1086,1
1087,3
1088,3
1089,5
1090,9
1091,3
1092,9
1093,5
1094,0
1095,9
1096,5
1097,3
1098,7
1099,5
1100,2
1101,0
1102,3
1103,5
1104,2
1105,7
1106,9
1107,5
1108,5
1109,1
1110,9
1111,3
1112,9
1113,3
1114,9
1115,3
1116,2
1117,1
1118,1
1119,7
1120,9
1121,2
1122,3
1123,9
1124,3
1125,2
1126,5
1127,1
1128,2
1129,3
1130,0
1131,1
1132,3
1133,9
1134,3
1135,5
1136,2
1137,5
1138,9
1139,3
1140,3
1141,9
1142,3
1143,9
1144,3
1145,5
1146,3
1147,3
1148,3
1149,5
1150,3
1151,5
1152,3
1153,7
1154,1
1155,9
1156,3
1157,5
1158,3
1159,9
1160,3
1161,5
1162,3
1163,2
1164,9
1165,2
1166,3
1167,0
1168,3
1169,3
1170,9
1171,5
1172,3
1173,0
1174,2
1175,7
1176,7
1177,3
1178,3
1179,7
1180,9
1181,5
1182,1
1183,3
1184,5
1185,3
1186,3
1187,9
1188,3
1189,5
1190,5
1191,3
1192,2
1193,1
1194,2
1195,9
1196,9
1197,5
1198,9
1199,5
1200,9
1201,1
1202,1
1203,3
1204,2
1205,3
1206,9
1207,3
1208,1
1209,9
1210,3
1211,7
1212,9
1213,5
1214,3
1215,9
1216,3
1217,2
1218,1
1219,1
1220,3
1221,3
1222,3
1223,2
1224,9
1225,5
1226,3
1227,9
1228,9
1229,3
1230,9
1231,0
1232,3
1233,2
1234,3
1235,3
1236,0
1237,7
1238,1
1239,3
1240,5
1241,1
1242,3
1243,5
1244,3
1245,9
1246,3
1247,3
1248,5
1249,0
1250,2
1251,3
1252,3
1253,7
1254,3
1255,3
1256,2
1257,3
1258,5
1259,3
1260,3
1261,3
1262,5
1263,5
1264,5
1265,2
1266,9
1267,2
1268,2
1269,3
1270,3
1271,1
1272,9
1273,3
1274,9
1275,1
1276,9
1277,1
1278,9
1279,5
1280,2
1281,7
1282,3
1283,9
1284,5
1285,3
1286,9
1287,3
1288,9
1289,9
1290,5
1291,9
1292,7
1293,3
1294,3
1295,3
1296,3
1297,3
1298,3
1299,3
1300,9
1301,7
1302,1
1303,3
1304,3
1305,0
1306,3
1307,9
1308,1
1309,2
1310,9
1311,3
1312,3
1313,9
1314,5
1315,2
1316,5
1317,9
1318,3
1319,3
1320,3
1321,7
1322,3
1323,9
1324,5
1325,7
1326,5
1327,5
1328,9
1329,3
1330,2
1331,9
1332,9
1333,5
1334,3
1335,3
1336,3
1337,5
1338,5
1339,3
1340,3
1341,9
1342,3
1343,1
1344,5
1345,1
1346,3
1347,0
1348,1
1349,9
1350,2
1351,1
1352,2
1353,1
1354,5
1355,9
1356,3
1357,3
1358,3
1359,2
1360,3
1361,2
1362,3
1363,7
1364,3
1365,3
1366,5
1367,3
1368,9
1369,0
1370,2
1371,3
1372,3
1373,5
1374,3
1375,3
1376,2
1377,3
1378,3
1379,3
1380,2
1381,1
1382,5
1383,5
1384,9
1385,3
1386,5
1387,5
1388,2
1389,5
1390,1
1391,3
1392,1
1393,3
1394,3
1395,9
1396,3
1397,1
1398,9
1399,3
1400,3
1401,7
1402,1
1403,3
1404,3
1405,7
1406,5
1407,3
1408,2
1409,5
1410,9
1411,9
1412,3
1413,7
1414,9
1415,7
1416,1
1417,2
1418,9
1419,9
1420,7
1421,3
1422,9
1423,9
1424,1
1425,2
1426,7
1427,5
1428,3
1429,1
1430,9
1431,3
1432,9
1433,1
1434,1
1435,9
1436,7
1437,3
1438,2
1439,9
1440,9
1441,7
1442,9
1443,5
1444,3
1445,9
1446,3
1447,5
1448,9
1449,1
1450,0
1451,3
1452,3
1453,9
1454,5
1455,3
1456,7
1457,3
1458,3
1459,3
1460,2
1461,7
1462,5
1463,3
1464,9
1465,1
1466,7
1467,3
1468,3
1469,0
1470,5
1471,9
1472,5
1473,7
1474,1
1475,2
1476,3
1477,3
1478,9
1479,5
1480,9
1481,3
1482,1
1483,7
1484,7
1485,3
1486,1
1487,4
1488,9
1489,3
1490,1
1491,2
1492,5
1493,1
1494,3
1495,3
1496,2
1497,3
1498,0
1499,1
1500,3
1501,9
1502,3
1503,9
1504,3
1505,9
1506,1
1507,1
1508,5
1509,3
1510,9
1511,9
1512,3
1513,5
1514,3
1515,2
1516,5
1517,1
1518,3
1519,9
1520,3
1521,5
1522,9
1523,5
1524,3
1525,5
1526,9
1527,0
1528,2
1529,3
1530,1
1531,3
1532,5
1533,2
1534,9
1535,1
1536,9
1537,9
1538,3
1539,1
1540,7
1541,3
1542,1
1543,1
1544,9
1545,5
1546,3
1547,5
1548,2
1549,5
1550,1
1551,5
1552,3
1553,7
1554,9
1555,5
1556,9
1557,5
1558,2
1559,2
1560,3
1561,0
1562,3
1563,9
1564,5
1565,1
1566,5
1567,5
1568,7
1569,7
1570,3
1571,5
1572,0
1573,9
1574,3
1575,3
1576,2
1577,9
1578,3
1579,7
1580,1
1581,1
1582,7
1583,5
1584,3
1585,3
1586,0
1587,3
1588,2
1589,3
1590,0
1591,3
1592,5
1593,3
1594,9
1595,9
1596,2
1597,5
1598,2
1599,2
1600,5
1601,5
1602,0
1603,5
1604,9
1605,1
1606,5
1607,9
1608,2
1609,9
1610,3
1611,2
1612,3
1613,1
1614,1
1615,5
1616,5
1617,7
1618,3
1619,3
1620,3
1621,3
1622,2
1623,3
1624,2
1625,3
1626,3
1627,7
1628,3
1629,5
1630,5
1631,3
1632,9
1633,5
1634,3
1635,1
1636,7
1637,9
1638,5
1639,9
1640,2
1641,3
1642,5
1643,2
1644,3
1645,5
1646,9
1647,5
1648,3
1649,3
1650,2
1651,7
1652,5
1653,3
1654,9
1655,3
1656,9
1657,9
1658,7
1659,3
1660,7
1661,1
1662,3
1663,9
1664,1
1665,3
1666,7
1667,2
1668,9
1669,3
1670,3
1671,2
1672,1
1673,5
1674,3
1675,5
1676,2
1677,9
1678,9
1679,5
1680,1
1681,1
1682,5
1683,1
1684,3
1685,9
1686,0
1687,3
1688,9
1689,9
1690,7
1691,3
1692,5
1693,5
1694,5
1695,9
1696,1
1697,1
1698,3
1699,3
1700,1
1701,3
1702,3
1703,2
1704,9
1705,9
1706,0
1707,3
1708,2
1709,9
1710,2
1711,9
1712,2
1713,3
1714,3
1715,5
1716,9
1717,2
1718,7
1719,3
1720,5
1721,1
1722,7
1723,1
1724,3
1725,3
1726,3
1727,7
1728,5
1729,1
1730,9
1731,3
1732,2
1733,3
1734,9
1735,9
1736,3
1737,5
1738,3
1739,0
1740,3
1741,3
1742,3
1743,2
1744,2
1745,9
1746,0
1747,7
1748,3
1749,2
1750,7
1751,5
1752,7
1753,2
1754,1
1755,3
1756,0
1757,7
1758,2
1759,0
1760,3
1761,9
1762,9
1763,2
1764,3
1765,5
1766,3
1767,1
1768,9
1769,5
1770,7
1771,3
1772,5
1773,7
1774,9
1775,3
1776,9
1777,3
1778,5
1779,3
1780,9
1781,9
1782,3
1783,1
1784,2
1785,7
1786,3
1787,3
1788,9
1789,5
1790,9
1791,5
1792,2
1793,9
1794,7
1795,5
1796,3
1797,5
1798,9
1799,9
1800,3
1801,3
1802,3
1803,3
1804,9
1805,9
1806,9
1807,3
1808,5
1809,3
1810,3
1811,3
1812,9
1813,3
1814,3
1815,1
1816,9
1817,9
1818,1
1819,1
1820,7
1821,3
1822,5
1823,3
1824,9
1825,7
1826,3
1827,5
1828,9
1829,7
1830,3
1831,3
1832,5
1833,3
1834,1
1835,3
1836,3
1837,3
1838,9
1839,9
1840,3
1841,3
1842,2
1843,5
1844,3
1845,5
1846,5
1847,1
1848,2
1849,3
1850,5
1851,3
1852,2
1853,9
1854,3
1855,5
1856,3
1857,3
1858,3
1859,3
1860,1
1861,3
1862,3
1863,3
1864,9
1865,3
1866,9
1867,0
1868,5
1869,7
1870,1
1871,9
1872,5
1873,7
1874,2
1875,9
1876,9
1877,1
1878,5
1879,3
1880,1
1881,1
1882,1
1883,5
1884,5
1885,1
1886,3
1887,5
1888,7
1889,1
1890,3
1891,5
1892,1
1893,5
1894,9
1895,5
1896,1
1897,3
1898,1
1899,9
1900,5
1901,1
1902,3
1903,1
1904,5
1905,3
1906,9
1907,9
1908,5
1909,3
1910,3
1911,3
1912,2
1913,3
1914,1
1915,5
1916,9
1917,2
1918,2
1919,1
1920,3
1921,3
1922,3
1923,5
1924,1
1925,9
1926,2
1927,2
1928,1
1929,1
1930,3
1931,9
1932,7
1933,1
1934,9
1935,9
1936,9
1937,9
1938,9
1939,5
1940,3
1941,3
1942,9
1943,3
1944,1
1945,3
1946,7
1947,9
1948,3
1949,3
1950,1
1951,3
1952,3
1953,7
1954,9
1955,1
1956,7
1957,2
1958,9
1959,7
1960,9
1961,5
1962,9
1963,1
1964,3
1965,5
1966,1
1967,3
1968,3
1969,3
1970,0
1971,5
1972,1
1973,5
1974,3
1975,5
1976,3
1977,3
1978,5
1979,5
1980,3
1981,2
1982,9
1983,3
1984,3
1985,3
1986,9
1987,5
1988,9
1989,3
1990,1
1991,1
1992,1
1993,9
1994,9
1995,1
1996,3
1997,3
1998,2
1999,5
2000,5
2001,3
2002,1
2003,3
2004,5
2005,5
2006,3
2007,7
2008,7
2009,0
2010,0
2011,5
2012,3
2013,3
2014,3
2015,3
2016,2
2017,9
2018,7
2019,2
2020,3
2021,3
2022,9
2023,1
2024,1
2025,5
2026,3
2027,5
2028,7
2029,1
2030,3
2031,9
2032,3
2033,9
2034,9
2035,3
2036,1
2037,5
2038,1
2039,3
2040,5
2041,1
2042,5
2043,9
2044,3
2045,2
2046,3
2047,3
2048,9
2049,0
2050,9
2051,9
2052,7
2053,5
2054,7
2055,3
2056,9
2057,3
2058,3
2059,3
2060,9
2061,3
2062,3
2063,3
2064,2
2065,3
2066,9
2067,3
2068,3
2069,2
2070,9
2071,3
2072,3
2073,3
2074,5
2075,1
2076,5
2077,7
2078,3
2079,2
2080,9
2081,1
2082,2
2083,9
2084,1
2085,9
2086,1
2087,9
2088,1
2089,5
2090,2
2091,0
2092,9
2093,9
2094,9
2095,7
2096,5
2097,2
2098,3
2099,3
2100,9
2101,9
2102,0
2103,9
2104,3
2105,3
2106,5
2107,3
2108,9
2109,3
2110,2
2111,3
2112,1
2113,9
2114,3
2115,3
2116,2
2117,5
2118,0
2119,3
2120,9
2121,9
2122,7
2123,3
2124,3
2125,3
2126,1
2127,2
2128,1
2129,7
2130,3
2131,0
2132,9
2133,1
2134,7
2135,9
2136,3
2137,3
2138,3
2139,3
2140,3
2141,1
2142,5
2143,7
2144,3
2145,3
2146,9
2147,9
2148,3
2149,3
2150,3
2151,3
2152,3
2153,7
2154,5
2155,5
2156,3
2157,5
2158,3
2159,5
2160,7
2161,1
2162,3
2163,1
2164,5
2165,3
2166,9
2167,9
2168,3
2169,3
2170,7
2171,9
2172,3
2173,1
2174,3
2175,3
2176,1
2177,9
2178,9
2179,7
2180,9
2181,5
2182,3
2183,5
2184,9
2185,3
2186,7
2187,9
2188,3
2189,2
2190,3
2191,3
2192,9
2193,7
2194,5
2195,2
2196,3
2197,7
2198,3
2199,1
2200,3
2201,9
2202,2
2203,3
2204,9
2205,7
2206,7
2207,7
2208,3
2209,3
2210,9
2211,3
2212,3
2213,1
2214,9
2215,5
2216,1
2217,9
2218,3
2219,5
2220,5
2221,3
2222,3
2223,9
2224,3
2225,3
2226,3
2227,5
2228,3
2229,3
2230,3
2231,5
2232,9
2233,9
2234,3
2235,1
2236,3
2237,5
2238,7
2239,5
2240,5
2241,1
2242,7
2243,2
2244,3
2245,3
2246,9
2247,3
2248,3
2249,3
2250,9
2251,1
2252,2
2253,3
2254,1
2255,9
2256,1
2257,5
2258,9
2259,1
2260,1
2261,3
2262,9
2263,3
2264,3
2265,9
2266,2
2267,5
2268,3
2269,3
2270,9
2271,5
2272,2
2273,2
2274,5
2275,1
2276,5
2277,3
2278,3
2279,5
2280,3
2281,2
2282,5
2283,9
2284,0
2285,9
2286,3
2287,9
2288,7
2289,5
2290,3
2291,9
2292,1
2293,3
2294,5
2295,2
2296,1
2297,3
2298,3
2299,3
2300,3
2301,9
2302,3
2303,3
2304,9
2305,7
2306,5
2307,3
2308,3
2309,3
2310,5
2311,1
2312,3
2313,1
2314,9
2315,5
2316,9
2317,7
2318,3
2319,3
2320,1
2321,5
2322,3
2323,3
2324,5
2325,7
2326,3
2327,2
2328,3
2329,3
2330,1
2331,2
2332,3
2333,3
2334,2
2335,9
2336,3
2337,3
2338,1
2339,9
2340,9
2341,5
2342,1
2343,5
2344,5
2345,3
2346,3
2347,3
2348,5
2349,9
2350,9
2351,2
2352,3
2353,5
2354,7
2355,3
2356,3
2357,3
2358,1
2359,3
2360,7
2361,5
2362,5
2363,3
2364,7
2365,9
2366,1
2367,5
2368,5
2369,5
2370,9
2371,1
2372,9
2373,5
2374,0
2375,2
2376,3
2377,5
2378,5
2379,9
2380,3
2381,5
2382,5
2383,9
2384,9
2385,3
2386,3
2387,1
2388,5
2389,5
2390,3
2391,3
2392,7
2393,3
2394,1
2395,5
2396,7
2397,3
2398,2
2399,9
2400,5
2401,9
2402,5
2403,0
2404,3
2405,9
2406,1
2407,5
2408,3
2409,3
2410,7
2411,5
2412,3
2413,9
2414,1
2415,3
2416,3
2417,3
2418,3
2419,1
2420,3
2421,3
2422,3
2423,7
2424,1
2425,5
2426,3
2427,3
2428,3
2429,3
2430,9
2431,0
2432,9
2433,5
2434,3
2435,3
2436,1
2437,3
2438,2
2439,1
2440,3
2441,3
2442,3
2443,2
2444,3
2445,9
2446,3
2447,9
2448,9
2449,9
2450,3
2451,0
2452,3
2453,7
2454,3
2455,3
2456,9
2457,5
2458,3
2459,5
2460,1
2461,9
2462,3
2463,1
2464,3
2465,3
2466,9
2467,0
2468,1
2469,3
2470,5
2471,9
2472,9
2473,3
2474,9
2475,3
2476,3
2477,5
2478,3
2479,3
2480,3
2481,5
2482,9
2483,3
2484,7
2485,3
2486,2
2487,9
2488,9
2489,3
2490,2
2491,2
2492,5
2493,7
2494,9
2495,2
2496,3
2497,1
2498,3
2499,3
2500,2
2501,2
2502,5
2503,2
2504,1
2505,2
2506,3
2507,3
2508,3
2509,3
2510,5
2511,5
2512,3
2513,5
2514,7
2515,3
2516,7
2517,5
2518,1
2519,9
2520,9
2521,5
2522,0
2523,9
2524,3
2525,9
2526,1
2527,9
2528,7
2529,9
2530,9
2531,2
2532,3
2533,5
2534,1
2535,7
2536,9
2537,9
2538,9
2539,3
2540,2
2541,5
2542,3
2543,9
2544,9
2545,5
2546,3
2547,5
2548,2
2549,9
2550,9
2551,3
2552,3
2553,1
2554,3
2555,7
2556,1
2557,5
2558,7
2559,9
2560,1
2561,5
2562,9
2563,3
2564,7
2565,9
2566,7
2567,1
2568,7
2569,3
2570,0
2571,2
2572,3
2573,1
2574,9
2575,1
2576,5
2577,9
2578,3
2579,5
2580,0
2581,3
2582,5
2583,7
2584,9
2585,3
2586,1
2587,9
2588,3
2589,3
2590,2
2591,9
2592,0
2593,2
2594,3
2595,9
2596,1
2597,3
2598,9
2599,5
2600,9
2601,3
2602,5
2603,2
2604,3
2605,3
2606,3
2607,7
2608,3
2609,5
2610,7
2611,2
2612,1
2613,7
2614,5
2615,2
2616,3
2617,2
2618,3
2619,3
2620,1
2621,5
2622,0
2623,9
2624,1
2625,9
2626,2
2627,7
2628,2
2629,3
2630,3
2631,5
2632,5
2633,3
2634,3
2635,5
2636,3
2637,2
2638,3
2639,3
2640,1
2641,3
2642,9
2643,1
2644,9
2645,5
2646,3
2647,0
2648,3
2649,1
2650,5
2651,9
2652,3
2653,2
2654,3
2655,3
2656,1
2657,9
2658,3
2659,2
2660,3
2661,2
2662,3
2663,3
2664,9
2665,5
2666,3
2667,7
2668,3
2669,9
2670,2
2671,5
2672,9
2673,3
2674,0
2675,5
2676,3
2677,3
2678,3
2679,3
2680,3
2681,3
2682,1
2683,3
2684,3
2685,0
2686,7
2687,1
2688,3
2689,3
2690,3
2691,1
2692,1
2693,9
2694,2
2695,3
2696,5
2697,3
2698,3
2699,1
2700,5
2701,2
2702,9
2703,5
2704,5
2705,2
2706,9
2707,9
2708,3
2709,7
2710,3
2711,9
2712,1
2713,0
2714,9
2715,3
2716,7
2717,2
2718,1
2719,1
2720,5
2721,0
2722,3
2723,3
2724,9
2725,9
2726,3
2727,3
2728,5
2729,1
2730,3
2731,3
2732,2
2733,2
2734,3
2735,5
2736,3
2737,2
2738,2
2739,3
2740,9
2741,3
2742,9
2743,9
2744,5
2745,7
2746,3
2747,1
2748,9
2749,5
2750,5
2751,3
2752,2
2753,2
2754,3
2755,5
2756,1
2757,2
2758,3
2759,0
2760,1
2761,9
2762,5
2763,1
2764,3
2765,3
2766,3
2767,3
2768,9
2769,5
2770,1
2771,1
2772,9
2773,9
2774,1
2775,9
2776,3
2777,2
2778,3
2779,3
2780,5
2781,3
2782,7
2783,1
2784,3
2785,3
2786,5
2787,3
2788,5
2789,5
2790,1
2791,3
2792,3
2793,3
2794,3
2795,5
2796,9
2797,5
2798,3
2799,5
2800,1
2801,9
2802,9
2803,3
2804,3
2805,3
2806,3
2807,3
2808,9
2809,5
2810,3
2811,9
2812,3
2813,1
2814,3
2815,9
2816,9
2817,5
2818,3
2819,7
2820,3
2821,7
2822,3
2823,5
2824,3
2825,3
2826,2
2827,9
2828,3
2829,3
2830,9
2831,3
2832,3
2833,9
2834,5
2835,1
2836,1
2837,2
2838,3
2839,3
2840,3
2841,5
2842,0
2843,3
2844,3
2845,3
2846,9
2847,5
2848,0
2849,3
2850,3
2851,1
2852,9
2853,1
2854,7
2855,2
2856,3
2857,3
2858,7
2859,9
2860,3
2861,2
2862,5
2863,1
2864,5
2865,3
2866,1
2867,3
2868,3
2869,5
2870,5
2871,7
2872,5
2873,3
2874,9
2875,3
2876,1
2877,9
2878,3
2879,5
2880,3
2881,3
2882,3
2883,9
2884,5
2885,1
2886,1
2887,1
2888,3
2889,3
2890,9
2891,9
2892,2
2893,3
2894,3
2895,1
2896,5
2897,9
2898,3
2899,2
2900,3
2901,2
2902,3
2903,9
2904,0
2905,1
2906,9
2907,1
2908,5
2909,0
2910,2
2911,3
2912,7
2913,2
2914,9
2915,1
2916,1
2917,3
2918,3
2919,1
2920,2
2921,9
2922,2
2923,3
2924,5
2925,1
2926,3
2927,3
2928,3
2929,1
2930,1
2931,3
2932,2
2933,3
2934,9
2935,9
2936,3
2937,1
2938,3
2939,2
2940,3
2941,9
2942,3
2943,1
2944,1
2945,5
2946,7
2947,5
2948,5
2949,2
2950,7
2951,3
2952,7
2953,3
2954,1
2955,9
2956,3
2957,1
2958,4
2959,2
2960,5
2961,9
2962,5
2963,9
2964,1
2965,9
2966,5
2967,3
2968,3
2969,9
2970,3
2971,5
2972,1
2973,1
2974,5
2975,2
2976,5
2977,2
2978,3
2979,5
2980,3
2981,1
2982,9
2983,5
2984,1
2985,2
2986,0
2987,3
2988,3
2989,3
2990,7
2991,3
2992,3
2993,1
2994,1
2995,9
2996,9
